"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Акашев
Валентин
Анатолійович","Вітушко
Олег
Вікторович","Гудов
Іван
Ілліч","Корж
Євген
Юрійович","Кравченко
Микола
Васильович","Пономаренко
Ілля
Миколайович","Пономарьов
Андрій
Вікторович","Сурін
Андрій
Миколайович","Герасимчук
Анатолій
Андрійович","Коваленко
Василь
Васильович","Міщенко
Ігор
Іванович","Раковський
Олександр
Степанович","Риженков
Олександр
Миколайович","Філіндаш
Сергій
Миколайович","Ясько
Геннадій
Геннадійович","Борковець
Алла
Олексіївна","Васильєв
Олександр
Андрійович","Прилепський
Віктор
Володимирович","Сучков
Олексій
Анатолійович","Шанова
Людмила
Миколаївна","Асєєв
Олег
Анатолійович","Білий
Олексій
Петрович","Гудзюк
Сергій
Степанович","Дейнєс
Віталій
Геннадійович","Конишев
Геннадій
Аркадійович","Красновський
Сергій
Борисович","Решетняк
Ігор
Миколайович","Тіхонова
Лілія
Валентинівна","Асєєв
Ігор
Анатолійович","Забавін
Дмитро
В’ячеславович","Матвієнков
Сергій
Анатолійович","Мороз
Анатолій
Михайлович","Пуговкін
Дмитро
Юрійович","Романюк
Олександр
Володимирович","Щербаков
Сергій
Андрійович","Яременко
Микола
Дмитрович","Бакуліна
Наталія
Василівна","Борт
Віталій
Петрович","Молоков
Денис
Геннадійович","Наумов
Олександр
Олександрович","Новаковський
Іван
Сергійович","Поліванов
Олег
Олександрович","Ткачук
Лариса
Віталіївна","Бєліков
Юрій
Миколайович","Кисельов
Юрій
Анатолійович","Ложечкін
Вадим
Сергійович","Нагорний
Тимофій
Олександрович","Новиков
Станіслав
Олегович","Омельченко
Валерій
Павлович","Волинець
Євгеній
Валерійович","Здор
Костянтин
Семенович","Кушніров
Олександр
Леонідович","Лук’янов
Владислав
Валентинович","Півень
Микола
Іванович","Подорожко
Євген
Сергійович","Романченко
Олексій
Віталійович","Волошин
Геннадій
Якович","Литвинов
Леонід
Федорович","Славгородський
Ігор
Васильович","Стужук
Микола
Олександрович","Другашов
Дмитро
Олександрович","Жмурко
Андрій
Анатолійович","Поддубний
Володимир
Анатолійович","Подколзін
Тимур
Сергійович","Попов
Василь
Миколайович","Проценко
Володимир
Васильович","Рибак
Володимир
Іванович","Рижков
Анатолій
Іванович","Шкіря
Ігор
Миколайович","Алишев
Олександр
Миколайович","Антип
Петро
Іванович","Березовий
Микола
Вікторович","Весьолкін
Володимир
Юрійович","Вініченко
Сергій
Вікторович","Герасимов
Артур
Володимирович","Гончаров
Анатолій
Дмитрович","Карпушев
Олексій
Олександрович","Поляков
Віталій
Дмитрійович","Попов
Роман
Валентинович","П’ятько
Роман
Анатолійович","Черненко
Віталій
Григорович","Шило
Віталій
Олександрович","Байсаров
Леонід
Володимирович","Єлін
Ілля
Костянтинович","Єрмоленко
Олена
Олександрівна","Яструбенко
Олександр
Васильович","Гур
Юлія
Олександрівна","Омельянович
Денис
Сергійович","Ходус
Микола
Олександрович","Шипілов
Олег
Федорович","Боярський
Юрій
Іванович","Гордієнко
Сергій
Леонідович","Городенський
Максим
Олексійович","Корнієнко
Сергій
Миколайович","Кривошеєв
Дмитро
Олексійович","Ржавський
Володимир
Іванович","Сопельник
Віктор
Іванович","Азаров
Олексій
Миколайович","Бондарєв
Вадим
Анатолійович","Вєкуа
Фрідон
Напойович","Єрмак
Олег
Віталійович","Зонтов
Олег
Вячеславович","Казацький
Дмитро
Геннадійович","Котенко
Олег
Олексійович","Мельник
Віталій
Володимирович","Підлісний
Ігор
Павлович","Хмельовий
Анатолій
Петрович","Єрдакій
Олег
Миколайович","Каплунов
Денис
Вікторович","Капля
Вадим
Вікторович","Клюєв
Сергій
Петрович","Матейченко
Костянтин
Володимирович","Теплицький
Валерій
Павлович","Волкова
Ольга
Іванівна","Гришко
Олег
Борисович","Звягільський
Юхим
Леонідович","Сінілов
Олександр
Валерійович","Топузов
Олександр
Юрійович","Волинко
Микола
Миколайович","Жнівін
Сергій
Юрійович","Кравченко
Анатолій
Васильович","Левицький
Євген
Леонідович","Левченко
Микола
Олександрович","Лигін
Роман
Олександрович","Лягін
Роман
Вікторович","Нікітін
Станіслав
Олександрович","Симоненко
Олександр
Борисович","Абрамчук
Євген
Миколайович","Бунтовський
Сергій
Юрійович","Вельдяксова
Ольга
Олександрівна","Волков
Роман
Юрійович","Екштейн
Інна
Миколаївна","Коваленко
Юрій
Тимофійович","Кутепов
Микола
Леонідович","Ландик
Валентин
Іванович","Лівочка
Олександр
Васильович","Рищенко
Наталя
Ашотовна","Анікушин
Сергій
Ігорович","Бахтеєва
Тетяна
Дмитрівна","Лук’янець
Володимир
Васильович","Талишев
Євген
Іванович","Шейко
Вольга
Василівна","Юрчак
Вадим
Олександрович","Бобков
Олександр
Михайлович","Деркач
Володимир
Григорович","Заярний
Артем
Олексійович","Скакун
Павло
Петрович","Дата підписання протоколу"
"141687","42","Донецька область","вул.50-ї Гвардійської дивізії, 16, м.Донецьк, 83052","48.006664","37.859441","1848","774","1838","32","1047","27","1074","","0","1047","27","1074","38","1036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","651","156","37","80","73","","","","","29.10.12"
"141688","42","Донецька область","просп.Ілліча, 105, м.Донецьк, 83052","48.001468","37.8602024","2312","1189","2157","45","1083","40","1123","","0","1079","40","1119","55","1064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","739","140","11","86","66","","","","","29.10.12"
"141689","42","Донецька область","вул.50-ї Гвардійської дивізії, 11, м.Донецьк, 83052","48.005281","37.860931","2160","910","2134","58","1202","48","1250","","0","1202","48","1250","49","1201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","785","161","31","112","83","","","","","29.10.12"
"141690","42","Донецька область","вул.50-ї Гвардійської дивізії, 11, м.Донецьк, 83052","48.005281","37.860931","2128","993","2055","51","1090","45","1135","","0","1090","45","1135","53","1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","727","140","18","90","80","","","","","29.10.12"
"141691","42","Донецька область","просп.Павших комунарів, 104, м.Донецьк, 83023","47.99123","37.8385","2448","1010","2428","31","1407","31","1438","","0","1407","31","1438","51","1387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","1045","111","28","92","90","","","","","29.10.12"
"141692","42","Донецька область","вул.Калузька, 6, м.Донецьк, 83003","48.005714","37.8252785","2640","800","2620","10","1831","9","1840","","0","1831","9","1840","37","1803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","1404","95","29","139","107","","","","","29.10.12"
"141693","42","Донецька область","просп.Ілліча, 16, м.Донецьк, 83003","48.002508","37.8283935","2280","919","2260","16","1348","13","1361","","0","1348","13","1361","66","1295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","856","170","18","120","96","","","","","29.10.12"
"141694","42","Донецька область","вул.Калузька, 32А, м.Донецьк, 83003","48.0058332","37.8314089","2176","876","2162","50","1256","44","1300","","0","1256","44","1300","53","1247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","784","165","47","108","105","","","","","29.10.12"
"141695","42","Донецька область","просп.Ілліча, 93, м.Донецьк, 83003","48.001676","37.8432996","1736","772","1703","13","951","13","964","","0","951","13","964","36","928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","617","141","31","53","61","","","","","29.10.12"
"141696","42","Донецька область","просп.Ілліча, 60, м.Донецьк, 83052","48.003036","37.846822","2168","918","2131","61","1196","54","1250","","0","1196","54","1250","44","1206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","834","147","30","94","68","","","","","29.10.12"
"141697","42","Донецька область","вул.8-го Березня, 2, м.Донецьк, 83059","47.9989298","37.8495546","2480","197","2460","17","2268","15","2283","","0","2268","15","2283","32","2251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","1827","138","29","135","75","","","","","29.10.12"
"141698","42","Донецька область","просп.Дзержинського, 66, м.Донецьк, 83014","47.9931045","37.834747","2168","876","2130","10","1283","9","1292","","0","1283","9","1292","55","1237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","788","152","39","134","94","","","","","28.10.12"
"141699","42","Донецька область","вул.Лівобережна, 58, м.Донецьк, 83014","47.990545","37.8252314","2432","1033","2424","31","1371","28","1399","","0","1371","28","1399","63","1336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","938","145","17","110","98","","","","","29.10.12"
"141700","42","Донецька область","вул.Лабутенка, 11, м.Донецьк, 83023","47.9881245","37.8434234","1840","891","1827","13","936","13","949","","0","936","13","949","46","903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","599","111","26","66","70","","","","","29.10.12"
"141701","42","Донецька область","просп.Ілліча, 89, м.Донецьк, 83003","48.001163","37.840553","2248","984","2232","27","1244","20","1264","","0","1244","20","1264","61","1203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","761","152","46","116","95","","","","","29.10.12"
"141702","42","Донецька область","вул.Шаповалова, 4, м.Донецьк, 83023","47.997062","37.8412261","2424","1133","2382","39","1255","36","1291","","0","1255","36","1291","31","1260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","845","145","27","117","83","","","","","28.10.12"
"141703","42","Донецька область","вул.Андрєєва, 1, м.Донецьк, 83014","47.992208","37.8279051","2008","861","2000","28","1120","27","1147","","0","1119","27","1146","47","1099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","719","136","13","99","85","","","","","29.10.12"
"141704","42","Донецька область","вул.Осипенко, 18, м.Донецьк, 83003","47.9974415","37.832353","2264","930","2228","39","1298","36","1334","","0","1298","36","1334","39","1295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","892","129","29","140","80","","","","","29.10.12"
"141705","42","Донецька область","просп.Ілліча, 14, м.Донецьк, 83099","48.0031904","37.8232483","1160","28","1139","569","567","565","1132","","0","567","565","1132","47","1085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","864","92","6","43","47","","","","","29.10.12"
"141706","42","Донецька область","просп.Ілліча, 104, м.Донецьк, 83059","48.005605","37.8694685","408","5","415","0","403","0","403","","0","403","0","403","10","393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","337","20","7","10","11","","","","","29.10.12"
"141707","42","Донецька область","вул.Овнатаняна, 16, м.Донецьк, 83017","48.0073485","37.8313955","392","45","347","125","222","125","347","","0","222","125","347","0","347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","337","2","0","4","3","","","","","29.10.12"
"141708","42","Донецька область","вул.Ульріха, 55, м.Донецьк, 83017","48.0074554","37.8301615","168","7","161","0","161","0","161","","0","161","0","161","12","149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","104","18","3","9","13","","","","","29.10.12"
"141709","42","Донецька область","просп.Ілліча, 104А, м.Донецьк, 83059","48.005605","37.8694685","712","613","99","16","83","16","99","","0","83","16","99","8","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","72","9","0","2","5","","","","","28.10.12"
"141833","42","Донецька область","вул.Куйбишева, 141, м.Донецьк, 83060","48.015916","37.7554505","2184","1089","2163","48","1055","40","1095","","0","1055","40","1095","52","1043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","648","166","17","101","80","","","","","30.10.12"
"141836","42","Донецька область","просп.Васнецова, 2, м.Донецьк, 83087","48.007354","37.7639575","2184","1172","2169","34","981","31","1012","","0","981","31","1012","40","972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","622","164","21","71","69","","","","","29.10.12"
"141837","42","Донецька область","просп.Панфілова, 51, м.Донецьк, 83087","48.0123535","37.7704045","1776","784","1751","46","953","39","992","","0","953","39","992","48","944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","587","144","25","86","73","","","","","29.10.12"
"141838","42","Донецька область","просп.Панфілова, 51, м.Донецьк, 83087","48.0123535","37.7704045","1552","768","1526","17","767","17","784","","0","767","17","784","41","743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","445","109","25","78","62","","","","","29.10.12"
"141839","42","Донецька область","просп.Васнецова, 2, м.Донецьк, 83087","48.007354","37.7639575","1800","730","1802","50","1026","44","1070","","0","1026","44","1070","31","1039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","698","149","32","85","51","","","","","29.10.12"
"141840","42","Донецька область","просп.Панфілова, 86, м.Донецьк, 83087","48.0116665","37.7710186","1800","879","1780","26","902","19","921","","0","902","19","921","50","871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","510","118","46","99","66","","","","","29.10.12"
"141841","42","Донецька область","просп.Панфілова, 86, м.Донецьк, 83087","48.0116665","37.7710186","1984","1028","1960","32","930","26","956","","0","930","26","956","58","898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","572","130","44","76","50","","","","","29.10.12"
"141842","42","Донецька область","вул.Фрунзе, 1А, м.Донецьк, 83087","47.9998985","37.775693","2072","975","2056","18","1079","18","1097","","0","1079","18","1097","48","1049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","584","134","79","132","89","","","","","29.10.12"
"141592","41","Донецька область","вул.Дарницька, 4, м.Донецьк, 83059","47.9977588","37.8729708","1832","281","1809","43","1516","35","1551","","0","1516","35","1551","37","1514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1238","87","66","123","29.10.12"
"141593","41","Донецька область","вул.Багратіона, 16, м.Донецьк, 83047","47.992784","37.8964956","2480","585","2460","64","1841","54","1895","","0","1841","54","1895","104","1791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1308","129","164","190","29.10.12"
"141594","41","Донецька область","вул.Багратіона, 16, м.Донецьк, 83047","47.992784","37.8964956","1696","362","1676","41","1310","24","1334","","0","1310","24","1334","38","1296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1005","74","57","160","29.10.12"
"141595","41","Донецька область","вул.Багратіона, 16, м.Донецьк, 83047","47.992784","37.8964956","2184","383","2159","65","1749","52","1801","","0","1749","52","1801","67","1734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1353","90","111","180","29.10.12"
"141596","41","Донецька область","вул.Полоцька, 12, м.Донецьк, 83092","47.9912662","37.9015276","2296","632","2273","46","1621","43","1664","","0","1621","43","1664","46","1618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1261","88","91","178","29.10.12"
"141597","41","Донецька область","вул.Багратіона, 9, м.Донецьк, 83092","47.9907815","37.89294","2272","444","2242","56","1782","46","1828","","0","1782","46","1828","44","1784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1372","100","85","227","29.10.12"
"141598","41","Донецька область","вул.Багратіона, 9, м.Донецьк, 83092","47.9907815","37.89294","2408","643","2356","54","1717","48","1765","","0","1713","48","1761","83","1678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1293","80","94","211","29.10.12"
"141599","41","Донецька область","вул.Полоцька, 1, м.Донецьк, 83092","47.9942775","37.8994","2264","406","2234","40","1818","40","1858","","0","1818","40","1858","44","1814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1457","93","89","175","29.10.12"
"141600","41","Донецька область","вул.Незалежності, 1, м.Донецьк, 83092","47.9930247","37.9197192","2392","960","2365","14","1420","12","1432","","0","1420","12","1432","59","1373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","957","122","112","182","29.10.12"
"141601","41","Донецька область","вул.Незалежності, 1, м.Донецьк, 83092","47.9930247","37.9197192","2120","556","2084","27","1543","21","1564","","0","1543","21","1564","28","1536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1133","127","93","183","29.10.12"
"141602","41","Донецька область","вул.Незалежності, 1, м.Донецьк, 83092","47.9930247","37.9197192","1608","470","1589","15","1124","14","1138","","0","1124","14","1138","30","1108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","867","67","84","90","29.10.12"
"141603","41","Донецька область","вул.230-ї Стрілецької дивізії, 40, м.Донецьк, 83092","47.988483","37.918289","2360","412","2302","14","1941","7","1948","","0","1941","7","1948","8","1940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1636","77","81","146","29.10.12"
"141604","41","Донецька область","вул.230-ї Стрілецької дивізії, 40, м.Донецьк, 83092","47.988483","37.918289","2328","554","2299","98","1704","70","1774","","0","1704","70","1774","48","1726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","112","130","184","29.10.12"
"141605","41","Донецька область","вул.230-ї Стрілецької дивізії, 40, м.Донецьк, 83092","47.988483","37.918289","2408","506","2374","25","1878","24","1902","","0","1878","24","1902","38","1864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1474","63","99","228","29.10.12"
"141606","41","Донецька область","вул.Вишнеградського, 24, м.Донецьк, 83047","47.98932","37.897952","2400","629","2362","41","1734","37","1771","","0","1734","37","1771","39","1732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1349","73","85","225","29.10.12"
