"№ ВД","OBO","Назва регіону України","Місцезнаходження та адреса приміщення для голосування","Latitude","Longitude","1) К-сть одержаних бюлетенів","2) К-сть невикористаних бюлетенів","3) К-сть виборців, внесених до списку виборців","4) К-сть виборців, внесених до витягу зі списку виборців","5) К-сть виборців, які отримали бюлетені у приміщенні","6) К-сть виборців, які отримали за місцем перебування","7) Сумарна к-сть виборців, які отримали бюлетені","8) К-сть бюлетенів, що виявилися у кожній скринці","9) К-сть бюлетенів, що не підлягають врахуванню","10) К-сть виборців, які взяли участь у голос. у приміщенні для гол.","11) К-сть виборців, які взяли участь у голос. за місцем перебування","12) К-сть виборців, які взяли участь у голосуванні на виборчій дільниці","13) К-сть бюлетенів, визнаних недійсними","14) Сумарна к-сть голосів виборців ЗА","Демішкан
Володимир
Федорович","Запорожець
Іван
Іванович","Ільїнова
Лідія
Рефатівна","Кравченко
Ольга
Ігнатівна","Сивоконь
Тетяна
Семенівна","Черенков
Олександр
Павлович","Чудовський
Андрій
Ігорович","Штомпель
Віталій
Олександрович","Мілейко
Володимир
Володимирович","Слєпцов
Микола
Миколайович","Тихонов
Віктор
Миколайович","Холопов
Олександр
Володимирович","Шакун
Сергій
Вікторович","Юник
Володимир
Йосипович","Біленький
Олександр
Юрійович","Бобошко
Микола
Михайлович","Бухалов
Олександр
Юрійович","Іоффе
Юлій
Якович","Клименко
Дмитро
Володимирович","Козюберда
Костянтин
Григорійович","Костєв
Микола
Михайлович","Радченко
Ігор
Олександрович","Сичова
Олена
Іванівна","Сінченко
Сергій
Григорович","Хохлов
Юрій
Миколайович","Баркасов
Олексій
Володимирович","Бондарєв
Віктор
Леонідович","Гайдей
Олександр
Петрович","Доровський
Юрій
Михайлович","Ільченко
Костянтин
Григорійович","Коваль
Олександр
Іванович","Степанець
Олена
Миколаївна","Бебешко
Олександр
Миколайович","Горулько
Юлія
Олександрівна","Жученко
Олександр
Вікторович","Іванов
Дмитро
Валерійович","Кириченко
Микола
Єгорович","Лисянський
Павло
Леонідович","Саліхов
Артем
Романович","Чуб
Володимир
Євгенович","Бойко
Володимир
Олександрович","Букаєва
Марина
Володимирівна","Данієлян
Вадим
Романович","Дудник
Олена
Григорівна","Кісельов
Олег
Валентинович","Корнієвський
Аркадій
Юрійович","Кривобоков
Артем
Анатолійович","Лозко
Ігор
Якович","Макаров
Костянтин
Костянтинович","Макаров
Олександр
Костянтинович","Медяник
Володимир
Юрійович","Моравський
Юрій
Вікторович","Павлінський
Олексій
Вікторович","Пригеба
Григорій
Валентинович","Рєзнік
Микола
Миколайович","Суглобов
Євген
Валерійович","Андріянов
Олександр
Олександрович","Гуславський
Володимир
Станіславович","Заіка
Артем
Миколайович","Кириченко
Людмила
Федорівна","Колесніков
Володимир
Анатолійович","Мошенський
Валерій
Захарович","Підгорний
Володимир
Миколайович","Ржавський
Олександр
Миколайович","Сафонова
Дар’я
Євгеніївна","Терніков
Юрій
Миколайович","Федоров
Василь
Васильович","Фролов
Володимир
Миколайович","Чередник
Геннадій
Олександрович","Аннушак
Сергій
Васильович","Гладких
Валентин
Валерійович","Дунаєв
Сергій
Володимирович","Єфіменко
Євгеній
Олегович","Кримцев
Віктор
Олексійович","Крисанов
Леонід
Дмитрович","Слєсарєв
Ігор
Едуардович","Теросипов
Вячеслав
Михайлович","Філь
Сергій
Олександрович","Шахов
Сергій
Володимирович","Шведов
Віталій
Миколайович","Беркут
Ігор
Віталійович","Грицишин
Геннадій
Андрійович","Казаков
Олег
Іванович","Казаков
Сергій
Вікторович","Карацуба
Павло
Васильович","Комчадалов
Євгеній
Євгенович","Корчагін
Павло
Петрович","Кунченко
Олексій
Петрович","Луговцов
Олексій
Сергійович","Припотень
Володимир
Юрійович","Самарський
Сергій
Вікторович","Сідєльнікова
Галина
Анатоліївна","Фурман
Юрій
Анатолійович","Хітько
Ірина
Сергіївна","Шахов
Сергій
Олександрович","Шевчук
Вячеслав
Анатолійович","Барвіна
Наталія
Олександрівна","Вікторов
Андрій
Сергійович","Горохов
Сергій
Олександрович","Жданова
Валентина
Олександрівна","Кривобоков
Владислав
Анатолійович","Мошенський
Сергій
Захарович","Попов
Володимир
Євгенович","Скіріч
Андрій
Степанович","Тамашев
Геннадій
Анатолійович","Чаленко
Максим
Михайлович","Василенко
Ольга
Дмитрівна","Василенко
Сергій
Петрович","Гейченко
Ігор
Васильович","Гончаров
Володимир
Олександрович","Гончаров
Олег
Борисович","Гончарук
Тетяна
Сергіївна","Гринюк
Світлана
Петрівна","Давидов
Сергій
Іванович","Демидович
Ірина
Володимирівна","Денищенко
Денис
Вікторович","Євлашин
Володимир
Анатолійович","Жароїд
Костянтин
Анатолійович","Зуєва
Карина
Олександрівна","Клєшнін
Роман
Євгенович","Ковальов
Павло
Олексійович","Криштов
Євген
Федорович","Мартиненков
Ігор
Миколайович","Масюк
Олег
Віталійович","Морочко
Юрій
Петрович","Пащук
Михайло
Федорович","Прокошин
Олександр
Ігорович","Сердюков
Василь
Михайлович","Струк
Володимир
Олексійович","Уманець Віталій Костянтинович","Філіпський Олександр Михайлович","Шаповалов Андрій Анатолійович","Шаповалов Віталій Олександрович","Шахов Володимир Миколайович","Дата підписання протоколу"
"441366","105","Луганська область","кв-л Солнєчний, школа №40, м.Луганськ, 91000","48.5664858","39.3879493","2070","864","2064","46","1164","42","1206","","0","1164","42","1206","38","1168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","6","663","16","92","7","31","20","103","201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441367","105","Луганська область","вул.Тухачєвского, 11, м.Луганськ, 91000","48.562285","39.3824966","2105","908","2066","47","1155","42","1197","","0","1155","42","1197","40","1157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","3","668","21","114","6","24","16","146","139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441368","105","Луганська область","вул.Учєбная, 2, м.Луганськ, 91000","48.5633666","39.3923476","1746","781","1706","18","950","15","965","","0","950","15","965","55","910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","6","485","13","97","5","22","10","121","135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441369","105","Луганська область","вул.Учєбная, 18А, м.Луганськ, 91000","48.5630998","39.3887074","1956","830","1943","37","1096","30","1126","","0","1096","30","1126","52","1074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","8","591","23","99","11","14","18","107","169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441370","105","Луганська область","кв-л Комарова, школа №47, м.Луганськ, 91000","48.5621811","39.3935931","1794","785","1780","30","983","26","1009","","0","982","26","1008","53","955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","5","536","19","97","4","18","10","105","139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441371","105","Луганська область","кв-л Комарова, школа №47, м.Луганськ, 91000","48.5621811","39.3935931","1704","817","1678","15","875","12","887","","0","875","12","887","51","836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","5","484","10","72","7","18","16","70","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441372","105","Луганська область","вул.30-лєтія Побєди, 41, м.Луганськ, 91000","48.562156","39.4012425","1500","657","1484","18","828","15","843","","0","828","15","843","33","810","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","15","499","12","70","5","10","6","57","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441373","105","Луганська область","вул.30-лєтія Побєди, 41, м.Луганськ, 91000","48.562156","39.4012425","1302","591","1312","21","696","15","711","","0","696","15","711","39","672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","3","390","9","72","9","7","11","64","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441374","105","Луганська область","кв-л Волкова, 1А, м.Луганськ, 91000","48.5668735","39.3992894","1992","862","1970","23","1107","23","1130","","0","1107","23","1130","60","1070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","8","512","15","145","8","24","19","154","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441376","105","Луганська область","кв-л Волкова, школа-ліцей №24, м.Луганськ, 91000","48.56706","39.4006475","1746","802","1723","31","919","25","944","","0","919","25","944","41","903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","7","486","9","116","5","18","4","82","152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441378","105","Луганська область","кв-л Волкова, школа-ліцей №24, м.Луганськ, 91000","48.56706","39.4006475","1740","774","1714","23","947","19","966","","0","947","19","966","36","930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","3","499","7","101","2","17","6","106","156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441379","105","Луганська область","кв-л Гагаріна, школа №49, м.Луганськ, 91000","48.5697945","39.3987037","2418","1164","2380","46","1213","41","1254","","0","1213","41","1254","64","1190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","6","724","18","86","3","28","17","121","157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441380","105","Луганська область","кв-л Гагаріна, школа №49, м.Луганськ, 91000","48.5697945","39.3987037","2412","1106","2395","45","1265","41","1306","","0","1265","41","1306","83","1223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","4","719","18","91","8","25","16","109","204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441381","105","Луганська область","кв-л Гагаріна, школа №49, м.Луганськ, 91000","48.5697945","39.3987037","2424","1263","2394","50","1113","48","1161","","0","1113","48","1161","33","1128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","1","651","14","93","2","31","17","137","145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441382","105","Луганська область","вул.Клубная, 2, м.Луганськ, 91000","48.5747714","39.392896","2304","1174","2283","58","1078","52","1130","","0","1078","52","1130","54","1076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","7","684","17","72","3","11","13","86","165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441383","105","Луганська область","кв-л Восточний, 3, м.Луганськ, 91000","48.5694034","39.350945","1800","839","1792","10","954","7","961","","0","954","7","961","59","902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","8","567","14","58","5","20","6","96","109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441388","105","Луганська область","кв-л Дзєржинского Ф.Е., 9Д, м.Луганськ, 91000","48.5668695","39.3028134","1500","666","1496","9","825","9","834","","0","825","9","834","37","797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","2","522","9","43","1","14","11","55","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441389","105","Луганська область","кв-л Дзєржинского Ф.Е., 9Д, м.Луганськ, 91000","48.5668695","39.3028134","2010","863","1991","35","1113","34","1147","","0","1112","34","1146","58","1088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","678","21","52","2","20","16","101","181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441390","105","Луганська область","кв-л Дзєржинского Ф.Е., 9Д, м.Луганськ, 91000","48.5668695","39.3028134","1632","660","1622","19","953","19","972","","0","953","19","972","51","921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","5","541","15","67","1","16","20","62","175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441391","105","Луганська область","вул.Брєстская, 1, м.Луганськ, 91000","48.5834521","39.3948133","2178","989","2150","23","1167","22","1189","","0","1167","22","1189","58","1131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0","761","13","72","6","18","12","77","148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441392","105","Луганська область","вул.Брєстская, 1, м.Луганськ, 91000","48.5834521","39.3948133","2022","936","1990","29","1060","26","1086","","0","1060","26","1086","54","1032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","2","649","12","89","2","19","11","76","157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441393","105","Луганська область","вул.Брєстская, 1, м.Луганськ, 91000","48.5834521","39.3948133","2076","953","2059","35","1091","32","1123","","0","1091","32","1123","73","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","1","685","7","67","5","14","13","74","164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441394","105","Луганська область","вул.Ломоносова, 98, м.Луганськ, 91000","48.573682","39.3628059","2388","1134","2338","60","1201","53","1254","","0","1201","53","1254","66","1188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","4","693","19","85","5","47","16","110","185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441395","105","Луганська область","пл.Оборони, 1А, м.Луганськ, 91000","48.5862325","39.3796136","1836","920","1817","26","896","20","916","","0","896","20","916","54","862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","6","480","16","75","4","14","30","85","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441396","105","Луганська область","пл.Оборони, 1А, м.Луганськ, 91000","48.5862325","39.3796136","1806","837","1797","69","914","55","969","","0","914","55","969","60","909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","7","534","15","87","4","25","16","74","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441397","105","Луганська область","пл.Оборони, 8, м.Луганськ, 91000","48.586959","39.3770805","1506","726","1483","43","740","40","780","","0","740","40","780","30","750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","3","485","10","51","4","8","11","58","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441398","105","Луганська область","вул.Брєстская, 1, м.Луганськ, 91000","48.5834521","39.3948133","1512","732","1482","40","741","39","780","","0","741","39","780","48","732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","1","429","6","49","3","11","12","47","149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441398","105","Луганська область","вул.Брєстская, 1, м.Луганськ, 91000","48.5834521","39.3948133","1512","732","1482","40","741","39","780","","0","741","39","780","48","732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","198","3","14","0","2","3","12","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441400","105","Луганська область","вул.Пєшкова, школа №23, м.Луганськ, 91000","48.60824","39.37335","2190","1023","2144","79","1089","78","1167","","0","1089","78","1167","62","1105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","3","746","15","62","3","19","13","53","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441402","105","Луганська область","вул.Самойловой Н.К., 352, м.Луганськ, 91000","48.6365545","39.4052909","1470","575","1456","80","819","76","895","","0","819","76","895","52","843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","6","562","4","46","5","9","6","29","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441404","105","Луганська область","вул.Донєцкая, 121, м.Щастя, м.Луганськ, 91480","48.7426604","39.2218264","2064","924","2038","37","1105","35","1140","","0","1105","35","1140","54","1086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","4","678","24","50","7","64","9","63","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441405","105","Луганська область","кв-л Енєргєтіков, 16, м.Щастя, м.Луганськ, 91480","48.7431127","39.2271201","1968","786","1954","57","1128","54","1182","","0","1128","54","1182","62","1120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","6","770","17","56","10","38","14","44","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441406","105","Луганська область","пл.Міра, 10, м.Щастя, Луганськ, 91480","48.7378002","39.2347304","1980","697","1943","51","1236","47","1283","","0","1236","47","1283","56","1227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","7","750","20","64","6","27","12","84","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441407","105","Луганська область","вул.Дружби, 15, м.Щастя, м.Луганськ, 91480","48.7382732","39.2315554","1860","661","1837","72","1135","64","1199","","0","1135","64","1199","54","1145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","8","719","20","75","4","39","16","47","179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441408","105","Луганська область","вул.Донєцкая, 83, м.Щастя, м.Луганськ, 91480","48.7361979","39.2321885","1944","823","1910","39","1084","37","1121","","0","1084","37","1121","63","1058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","5","692","10","61","6","46","12","54","137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441409","105","Луганська область","вул.Фрунзе, 106, м.Луганськ, 91000","48.575891","39.3293185","366","189","179","24","153","24","177","","0","153","24","177","11","166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3","105","2","9","4","2","4","8","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441409","105","Луганська область","вул.Фрунзе, 106, м.Луганськ, 91000","48.575891","39.3293185","366","189","179","24","153","24","177","","0","153","24","177","11","166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","29","1","1","0","0","1","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441411","105","Луганська область","вул.Дьоміна, 3А, м.Луганськ, 91000","48.566489","39.3380211","156","132","24","1","23","1","24","","0","23","1","24","1","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","18","1","0","0","1","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441412","105","Луганська область","кв-л Якіра, 8Б, м.Луганськ, 91000","48.5557224","39.3809217","102","41","71","0","61","0","61","","0","61","0","61","2","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","40","1","2","0","1","2","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441413","105","Луганська область","вул.Донєцкая, 99, м.Щастя, м.Луганськ, 91480","48.7365691","39.2326737","102","11","93","4","87","4","91","","0","87","4","91","9","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","59","1","4","2","4","0","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441413","105","Луганська область","вул.Донєцкая, 99, м.Щастя, м.Луганськ, 91480","48.7365691","39.2326737","102","11","93","4","87","4","91","","0","87","4","91","9","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","8","651","21","47","4","14","14","57","116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441421","105","Луганська область","вул.21-го МЮДа, 54, м.Луганськ, 91014","48.6010105","39.30862","1830","781","1819","63","989","60","1049","","0","989","60","1049","51","998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","4","682","17","56","6","20","18","56","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441422","105","Луганська область","вул.Лєванєвского, 105, м.Луганськ, 91014","48.599666","39.3313446","1356","603","1333","42","714","39","753","","0","714","39","753","45","708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","3","424","22","34","6","19","13","58","116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441423","105","Луганська область","вул.Лєванєвского, 105, м.Луганськ, 91014","48.599666","39.3313446","1776","830","1758","75","881","65","946","","0","881","65","946","61","885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","6","567","17","44","5","17","26","65","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441424","105","Луганська область","пл.Лєніна, 3, м.Луганськ, 91012","48.5844184","39.3183135","1980","956","1969","40","986","38","1024","","0","986","38","1024","60","964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","7","634","15","47","6","26","22","48","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441425","105","Луганська область","пл.Лєніна, 1, м.Луганськ, 91012","48.6400355","39.5019727","1686","896","1676","54","741","49","790","","0","741","49","790","49","741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","4","495","9","27","1","10","23","39","117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.10.12"
"441426","105","Луганська область","пл.Лєніна, 1, м.Луганськ, 91012","48.6400355","39.5019727","1152","494","1128","23","638","20","658","","0","638","20","658","37","621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","3","412","8","29","2","18","7","47","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
"441427","105","Луганська область","вул.Артьома, 111, м.Луганськ, 91002","48.59102","39.315948","2484","1198","2453","74","1223","63","1286","","0","1223","63","1286","73","1213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","7","754","14","61","6","29","24","94","193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.10.12"
